7960,7515,20706,18000,13647,19513,4111,11556,7706,15270,12850,15297,23069,13478,19998,23007,11427,11904,18961,0,19198,12184,4055,24275,13976,28004,8534,20342,16476,5807,10866,13014,26125,10408,12368,18307,20216,7205,12848,7743,6444,10335,10892,9874,11573,23859,2027,21663,17787,25762
23373,18170,3617,1807,15750,5874,22298,8514,18183,13139,8188,3774,6961,14630,7857,6477,12125,9578,8617,18975,0,22839,17018,8628,5885,11920,12096,5992,11100,18711,9046,13797,8946,10145,25166,4915,7440,15803,8773,13518,13356,8933,21414,9889,8193,8096,20214,3933,2028,10115
10990,5479,25071,21701,23401,23893,14420,14628,5061,24272,15914,19271,27448,11002,24378,25852,19196,16601,23720,12101,22898,0,8568,27068,17676,30797,11375,24721,23917,7742,15546,12637,28917,13481,7691,22687,24596,15794,15621,10200,11417,14934,3093,13797,15021,28239,12230,25133,21487,28555
7207,3999,18667,15962,15651,17475,7305,9518,4190,16556,10811,13258,21030,10684,17960,20838,11474,9866,17082,4047,17160,8668,0,22054,11938,25783,6293,18303,16522,2748,8828,10773,23903,8370,9634,16269,18178,8071,10607,5502,4308,8297,7376,7836,9535,21821,4882,19625,15748,23541
28627,23133,11076,9872,23208,13333,27659,13340,23146,20597,12205,12449,14065,18191,15316,3844,18512,15840,16076,24336,9324,27093,22380,0,11572,5778,17129,13450,18559,23965,15040,17357,5805,15266,30130,13881,14898,22065,12333,17979,18493,14383,25455,15105,13256,15176,25576,5605,10825,1892
18190,12987,8960,4946,13177,8390,17115,3331,13000,12970,2522,2517,11456,8965,9912,9443,8107,5313,10130,13792,6144,17656,11836,10712,0,14440,6913,9563,12615,13528,4407,8132,12561,4962,19983,7051,10131,11538,3108,8272,8173,3750,16229,4706,3011,12591,15031,8067,4732,12199
32121,26627,13681,12478,25814,15938,31153,16834,26640,23203,15699,15054,15279,21684,17921,6548,22006,19334,18681,27830,11929,30586,25874,5849,15066,0,20623,16056,21164,27459,18534,20851,4148,18760,33624,16486,17504,25558,15827,21473,21987,17877,28948,18599,16750,16390,29070,8590,13431,5102
12115,6724,14669,10768,14078,13491,11721,3361,6737,13871,4645,8338,17047,6009,13977,14945,9008,6200,13319,8398,11965,11393,6072,16161,6743,19890,0,14320,13516,7453,5145,5354,18011,3080,13720,12286,14195,8858,4714,1814,2474,4533,9967,3396,4172,17838,9637,13918,10554,17648
24331,20010,3812,6613,10967,1765,23162,11038,20023,8356,11583,7401,4032,17470,3074,10231,11205,10089,3834,19933,5541,24679,17976,12382,9494,15674,13936,0,6317,19669,9810,16814,12700,11985,26555,2744,2656,16323,12035,15458,14314,9891,23253,11231,10717,4565,21172,7687,5733,13869
22677,18993,9896,12612,5505,7849,17290,11064,19006,2894,11911,12909,10103,16880,6457,16315,5105,7228,3713,15978,11625,23662,16165,18466,11986,21758,12919,6726,0,18060,8475,16225,18784,10968,24946,8743,5988,10595,12363,14441,13297,8874,22237,10214,10476,10589,17212,13771,11733,19953
5231,3631,20397,17691,17599,19204,7757,10788,4293,18477,12074,14988,22759,11904,19689,22079,13395,11595,18812,5899,18889,7751,2759,23295,13667,27024,7534,20033,18444,0,10557,12015,25144,9641,7176,17998,19907,9992,11848,6743,5616,10026,7262,9565,11181,23550,5465,21338,17478,24782
14979,10936,10628,8152,9481,9342,13904,3007,10949,9274,3853,5480,12897,8823,9827,13575,4411,1483,8722,10581,9350,15605,8624,14843,4495,18572,4862,10171,8919,10317,0,8168,16692,2911,17203,8136,10045,7579,4306,6384,4962,817,14180,1886,2418,13688,11820,12195,7899,16330
17148,11430,16623,12520,17121,16053,16754,5971,11443,16914,6108,10180,19119,2176,16713,15621,12051,9257,16361,13431,13807,11785,11105,16837,8604,20566,5637,17052,16559,12486,8233,0,18686,7019,18426,14714,16931,13606,5390,6276,7814,7576,10146,7446,6782,20255,14671,14902,12395,18324
30135,24642,10702,9498,22834,12959,29168,14849,24655,20223,13714,12075,12397,19699,14942,4318,20021,17349,15702,25845,8950,28601,23889,5175,13081,4131,18637,13076,18185,25473,16549,18866,0,16774,31638,13507,14524,23573,13842,19487,20002,15892,26963,16613,14765,13508,27084,5513,10451,6008
14146,8755,12481,8539,11933,11347,13670,1460,8768,11726,2753,6110,14902,7075,11832,13216,6863,4070,11174,10347,9737,13424,8103,14484,4515,18213,2681,12176,11371,9484,3045,6420,16333,0,15751,10141,12050,8544,3103,4203,4012,2388,11999,1453,1943,15693,11587,12010,8325,15971
5242,8107,27300,24057,24280,26107,11293,16985,8769,25380,18271,21628,29662,17541,26592,28276,20298,18498,25715,12171,25255,10079,9661,29492,20033,33220,13731,26936,25347,7193,17460,18211,31341,15837,0,24901,26810,16895,18045,12557,12519,16929,10375,16153,17378,30453,10996,27535,23843,30979
22920,18533,4592,4199,12704,1898,21751,8925,18546,10093,9196,4987,4964,15357,3552,11011,10548,8678,5572,18521,4863,23202,16565,13162,7079,16454,12459,2784,8054,18258,8398,14702,13480,10508,25144,0,3770,14911,9688,13930,12903,8480,21777,9819,8605,6099,19761,8289,3319,14649
24139,19818,5822,7506,10345,3775,22367,10781,19831,7734,11326,8294,6029,17213,780,12241,10583,9294,3212,19741,7551,24487,17785,14392,9812,17683,13744,2651,5695,19477,9606,16558,14710,11793,26363,3677,0,15527,11779,15266,14122,9699,23062,11039,10461,6515,20980,9697,6626,15879
14019,11223,17352,14876,8210,15757,8106,9687,11414,9833,10981,12203,19312,14362,14482,20582,5539,6606,13189,7527,16074,15892,8007,21850,11219,25579,8671,16202,10826,9978,7525,13707,23700,8539,16864,14551,14700,0,11194,9294,7445,8107,14600,8005,9643,20066,8029,18929,14623,23337
16756,11037,11766,7466,13238,11196,16360,1590,11051,13031,1250,5323,14262,6095,12115,10768,8168,5374,12135,13037,8950,14997,10713,11984,3747,15713,5245,12369,12676,12094,4350,5262,13833,4015,18034,9857,12333,11251,0,5883,6702,3693,13359,4176,2184,15397,14276,9849,7538,13471
11431,5634,15872,12442,15280,14694,11037,5035,5647,15073,6320,10013,18249,6017,15179,16223,10211,7402,14521,7714,13640,10303,5388,17440,8418,21168,1807,15523,14719,6769,6347,6159,19289,4282,12630,13488,15397,9449,5992,0,2563,5735,8878,4598,5823,19040,8953,15504,12229,18927
10228,6498,14960,12254,13969,13767,9687,5482,6511,13853,6776,9550,17322,8317,14252,17220,8990,6158,13375,6364,13452,11168,4186,18436,8230,22164,2640,14596,13572,5566,5120,7662,20285,4335,12452,12561,14470,7312,6989,2672,0,4589,9670,4128,5827,18113,7603,15917,12040,19923
14496,10469,10884,8179,10059,9692,13420,2654,10482,9852,3500,5475,13247,8469,10177,13222,4989,2195,9300,10097,9377,15139,8141,14490,4155,18219,4395,10521,9497,9834,1019,7814,16339,2444,16720,8486,10395,8048,3953,5917,4479,0,13713,1401,2065,14038,11337,11842,7965,15977
10456,4094,23604,20235,22016,22426,13137,13162,3676,22806,14207,17805,25982,8870,22911,23720,17808,15135,22254,10716,21432,3093,7183,24936,16210,28665,9908,23255,22451,7207,14080,10505,26785,12015,10217,21221,23130,14409,13489,8734,9972,13468,0,12330,13555,26773,10845,23001,20021,26423
14152,9702,11518,8526,10693,10326,13077,2570,9715,10486,3417,6097,13881,8386,10811,13419,5623,2804,9933,9754,9723,14371,7798,14687,4502,18416,3628,11154,10131,9490,1749,7731,16537,1677,16376,9120,11029,7705,3869,5150,4135,1148,12946,0,1982,14672,10993,12189,8312,16174
15898,10507,10859,6918,11585,9763,15078,1128,10520,11378,1673,4488,13319,7560,10252,11696,6515,3722,10273,11755,8115,15176,9799,12965,2893,16693,4433,10592,11023,11236,2697,6905,14814,2445,17503,8558,10470,9706,2126,5955,5764,2040,13751,2524,0,14110,12995,10490,6704,14451
28107,23785,6054,9519,14468,5165,26664,14465,23798,11857,14736,10527,1638,20897,6595,11762,14706,13864,7335,23708,8075,28454,21752,14683,12619,16810,17711,4929,9818,23445,13585,20242,13757,15760,30330,6085,6177,19824,15228,19233,18089,13666,27029,15006,14145,0,24947,10004,8859,16170
6413,7730,21905,19199,14997,20712,2889,12755,7922,16620,14049,16496,24267,14677,21197,24206,12471,13103,20005,2085,20397,12400,4882,25474,15175,29203,9733,21541,17520,5724,12065,14213,27324,11607,10873,19506,21415,8154,14046,8942,7643,11534,11107,11073,12772,25058,0,22862,18986,26961
26215,20824,5757,4409,17889,8014,25244,10929,20837,15278,9964,6986,8971,15950,9997,3041,15337,12790,10757,21921,4004,24852,19965,5192,8925,8503,14717,8131,13239,21553,12258,15116,5510,12850,27820,8538,9579,19015,10092,15738,16081,11955,23213,12689,10841,10082,23160,0,5362,6679
22272,17068,4569,1333,15748,4653,21196,7412,17081,13137,7086,2672,7719,13529,6581,8079,11024,8477,8616,17873,2263,21738,15917,10229,4783,13521,10995,5826,11099,17610,7944,12696,10547,9044,24065,3314,6799,14701,7671,12417,12255,7831,20312,8787,7092,8854,19113,5367,0,11716
29762,24268,11871,10668,24004,14128,28794,14475,24281,21393,13340,13244,14860,19325,16111,4640,19647,16975,16871,25471,10119,28227,23515,1941,12707,5292,18263,14246,19354,25099,16175,18492,6191,16401,31264,14676,15694,23199,13468,19114,19628,15518,26589,16240,14391,15972,26710,6682,11621,0
